rating,genres,description,title,imdb_id,director,length,number_of_rating,year,img,weighted_rating
8.8,"Action,Drama,History,Thriller","When Iraq invades Kuwait in August, 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",Airlift,/title/tt4387040/,Raja Menon,130 mins.,"27,071",2016,"http://ia.media-imdb.com/images/M/MV5BMTAzZmJiOGQtOWM3NS00MDEwLWJiNGEtN2QzMDM3NDJjMWQwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY268_CR11,0,182,268_AL_.jpg",4.36395
8.5,"Action,Adventure,Sci-Fi,Thriller",Political interference in the Avengers' activities causes a rift between former allies Captain America and Iron Man.,Captain America: Civil War,/title/tt3498820/,Anthony Russo,146 mins.,"73,623",2016,"http://ia.media-imdb.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_UX182_CR0,0,182,268_AL_.jpg",4.23845
9.4,"Drama,Family","After he retires, an aging theatre actor and his wife begin to feel unwanted by their children.",Natsamrat,/title/tt5311546/,Mahesh Manjrekar,166 mins.,"1,770",2016,"http://ia.media-imdb.com/images/M/MV5BZWIwY2ZkZjktOTE5YS00ZDYwLTljMGUtNmM0YzQ4ODkwZmIzXkEyXkFqcGdeQXVyNjQ4MTA1Mjk@._V1_UY268_CR146,0,182,268_AL_.jpg",4.22625
9.3,"Animation,Action,Comedy,Sci-Fi",A group of alien treasure hunters named The Tengkotak has arrived on earth and kidnapped Ochobot in...,BoBoiBoy: The Movie,/title/tt5466576/,Nizam Razak,100 mins.,"1,823",2016,"http://ia.media-imdb.com/images/M/MV5BMjkyZWI3OTEtODY2Mi00OWQ5LWFhNTEtNmYzMjNlMWZhNTYwXkEyXkFqcGdeQXVyNjU0MzE0MDU@._V1_UY268_CR98,0,182,268_AL_.jpg",4.20285
9.6,"Action,Drama,Thriller",A man of Pakistan's Elite Special Forces whose life gets entangled with Politics. They soon realize that serving the nation is more complicated than simple following of orders.,Maalik,/title/tt5271442/,Ashir Azeem,152 mins.,"1,159",2016,"http://ia.media-imdb.com/images/M/MV5BNjVlY2M0MTUtYzgyYS00YTk0LTkxYTEtMTI4ZmY4NjIxMWZlXkEyXkFqcGdeQXVyMzc0NzU5MTc@._V1_UY268_CR6,0,182,268_AL_.jpg",4.14585
8.3,"Animation,Action,Adventure,Comedy,Crime,Family","In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",Zootopia,/title/tt2948356/,Byron Howard,108 mins.,"69,841",2016,"http://ia.media-imdb.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",4.13925
8.2,"Action,Adventure,Comedy,Sci-Fi","A former Special Forces operative turned mercenary is subjected to a rogue experiment that leaves him with accelerated healing powers, adopting the alter ego Deadpool.",Deadpool,/title/tt1431045/,Tim Miller,108 mins.,"359,424",2016,"http://ia.media-imdb.com/images/M/MV5BMjQyODg5Njc4N15BMl5BanBnXkFtZTgwMzExMjE3NzE@._V1_UY268_CR1,0,182,268_AL_.jpg",4.098
8.5,"Action,Drama,Fantasy,Thriller",An intelligent son of a former entrepreneur takes revenge on a powerful and rich businessman who is as smart as he is.,Nannaku Prematho,/title/tt5098128/,Sukumar,168 mins.,"4,089",2016,"http://ia.media-imdb.com/images/M/MV5BMjI0NDQ2MTMzMF5BMl5BanBnXkFtZTgwMzc4MDA3NzE@._V1_UY268_CR5,0,182,268_AL_.jpg",4.08055
8.2,"Biography,Drama,Thriller","Neerja is a portrayal on the life of the courageous Neerja Bhanot, who sacrificed her life while protecting the lives of 359 passengers on the Pan Am flight 73 in 1986. The flight was hijacked by a terrorist organization.",Neerja,/title/tt5286444/,Ram Madhvani,122 mins.,"5,346",2016,"http://ia.media-imdb.com/images/M/MV5BYzMxM2EwMzctOWUzYy00ZTNkLWE3ZjYtYjI5NWUzZTMwZDAwXkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_UY268_CR1,0,182,268_AL_.jpg",3.98775
9.9,Drama,"In the land of Sukhbaatar in the town of Dariganga a new member has arrived in champ Tseveen's household. The family gets bigger with three girls already they add a long anticipated boy ""Taivan"" into the family.",Golden Treasure,/title/tt4717534/,Uranchimeg Urtnasan,,605,2016,"http://ia.media-imdb.com/images/M/MV5BNjg4ODEyMDQ4Ml5BMl5BanBnXkFtZTgwNzMxMzA2NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.9766
8,"Action,Drama,Thriller","Gaurav, a huge fan of movie star Aryan Khanna, heads to Mumbai in order to wish his God a happy birthday. When things don't go according to plan, Gaurav's obsession with Aryan crosses the line.",Fan,/title/tt3495026/,Maneesh Sharma,138 mins.,"22,154",2016,"http://ia.media-imdb.com/images/M/MV5BOTMzMjkwNTI0Nl5BMl5BanBnXkFtZTgwODIxMzQ1ODE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.97355
9.5,"Drama,Romance","In interior Maharashtra, a fisherman's son and a local politician's daughter fall in love against the restrictions of caste hierarchy.",Sairat,/title/tt5312232/,Nagraj Manjule,174 mins.,706,2016,"http://ia.media-imdb.com/images/M/MV5BMjBjNWYyY2UtOGNjZC00MTg4LWIwYWItYmZiNDI5MGUwNWRkXkEyXkFqcGdeQXVyNjI1NjA5NjE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.9515
7.9,"Adventure,Drama,Family,Fantasy","After a threat from the tiger, Sheer Khan, forces him to flee the jungle, a man-cub named, Mowglie, embarks on a journey of self discovery with the aid of the panther, Bagheera, and the free spirited bear, Baloo.",The Jungle Book,/title/tt3040964/,Jon Favreau,106 mins.,"60,525",2016,"http://ia.media-imdb.com/images/M/MV5BMTc3NTUzNTI4MV5BMl5BanBnXkFtZTgwNjU0NjU5NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.94085
8.2,"Action,Drama,Sport",The story of a former boxer who quits boxing following a fallout with the authorities over the underlying politics but goes on to coach a fisherwoman to fulfill his dream through her.,Saala Khadoos,/title/tt5310090/,Sudha Kongara,150 mins.,"2,526",2016,"http://ia.media-imdb.com/images/M/MV5BM2Q5YmM3YjMtOTE2Mi00MDg5LThkZjctYzUxOWU2ZTM1ZDk4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY268_CR9,0,182,268_AL_.jpg",3.898
8,"Comedy,Drama,Romance","A story revolving around a dysfunctional family of 2 brothers who visit their family and discover that their parents marriage is on the verge of collapse,the family is undergoing a financial crunch and much more as the drama unfolds.",Kapoor and Sons,/title/tt4900716/,Shakun Batra,132 mins.,"4,648",2016,"http://ia.media-imdb.com/images/M/MV5BMjE4NDk4MTIwNl5BMl5BanBnXkFtZTgwNDEwODI5NzE@._V1_UY268_CR3,0,182,268_AL_.jpg",3.8916
8.3,"Animation,Action,Comedy","Produced by Turkey's biggest animation studio, Anima Istanbul, The Bad Cat is an animated epic for young adults featuring the unforgettably bad cat...",Bad Cat,/title/tt4695548/,Ayse Ünal,80 mins.,"1,938",2016,"http://ia.media-imdb.com/images/M/MV5BOGIyODM4NjctYjgwMy00YWQyLTk4ZDctNTZiN2U4MWVkNTRlXkEyXkFqcGdeQXVyMjIxNDk1NTU@._V1_UY268_CR4,0,182,268_AL_.jpg",3.89055
8,"Action,Drama,Thriller","When his daughter's life is endangered by a local gang, Joseph Kuruvilla will do whatever it takes to stop them. However, at the same time, his dangerous past slowly resurfaces.",The Spark,/title/tt5440700/,Atlee Kumar,157 mins.,"3,567",2016,"http://ia.media-imdb.com/images/M/MV5BNzhkNzZiODQtM2RjZC00ZDcyLTkxNzgtNzNlNmRmNTAzNmU2XkEyXkFqcGdeQXVyNjY0MTIyMzY@._V1_UY268_CR110,0,182,268_AL_.jpg",3.86595
7.9,Comedy,A group of college baseball players navigate their way through the freedoms and responsibilities of unsupervised adulthood.,Everybody Wants Some!!,/title/tt2937696/,Richard Linklater,117 mins.,"3,319",2016,"http://ia.media-imdb.com/images/M/MV5BMTk2NDcyNDE5N15BMl5BanBnXkFtZTgwNDA0MzQ1NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.8198
8.6,Comedy,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,Hunt for the Wilderpeople,/title/tt4698684/,Taika Waititi,93 mins.,887,2016,"http://ia.media-imdb.com/images/M/MV5BMTcxMjUyNTA4OV5BMl5BanBnXkFtZTgwMjgxNTk3ODE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.81655
8.3,"Drama,Music",A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,Sing Street,/title/tt3544112/,John Carney,106 mins.,"1,175",2016,"http://ia.media-imdb.com/images/M/MV5BMjEzODA3MDcxMl5BMl5BanBnXkFtZTgwODgxNDk3NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.7995
7.6,"Drama,Horror,Mystery,Sci-Fi,Thriller","After getting in a car accident, a woman is held in a shelter with two men, who claim the outside world is affected by a widespread chemical attack.",10 Cloverfield Lane,/title/tt1179933/,Dan Trachtenberg,103 mins.,"48,156",2016,"http://ia.media-imdb.com/images/M/MV5BMjEzMjczOTIxMV5BMl5BanBnXkFtZTgwOTUwMjI3NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.7916
7.6,"Biography,Comedy,Drama,Sport","The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics.",Eddie the Eagle,/title/tt1083452/,Dexter Fletcher,106 mins.,"11,015",2016,"http://ia.media-imdb.com/images/M/MV5BMTUxOTc5MTU1NF5BMl5BanBnXkFtZTgwODYyNTA1NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.7657
8.4,"Comedy,Drama",A quadriplegic billionaire hires a young man to be his caregiver.,Oopiri,/title/tt5039054/,Vamsi Paidipally,158 mins.,829,2016,"http://ia.media-imdb.com/images/M/MV5BYWNkYjk3ZjEtNjgzZi00MWRiLTkxMWEtNDQzNDAwZjg1NzU1XkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.7559
8.6,Thriller,"Rishi,an NRI and ex-lover of Swetha returns to India because she asks for help in search of her kidnapped daughter,where the believes doesn't exist.How did Rishi find out the truth behind this scenario?",Kshanam,/title/tt5504168/,Ravikanth Perepu,110 mins.,657,2016,"http://ia.media-imdb.com/images/M/MV5BMDFhNGIwNjEtNWFkYS00MmExLTg1NGMtMzMyNjljNjRkNzY3XkEyXkFqcGdeQXVyNTkwODA5NDc@._V1_UY268_CR136,0,182,268_AL_.jpg",3.74945
7.5,"Action,Drama,Thriller,War","As an American ambassador is killed during an attack at a U.S. compound in Libya, a security team struggles to make sense out of the chaos.",13 Hours: The Secret Soldiers of Benghazi,/title/tt4172430/,Michael Bay,144 mins.,"13,034",2016,"http://ia.media-imdb.com/images/M/MV5BMjU3OTQ5NDc3Ml5BMl5BanBnXkFtZTgwOTEwNTkxNzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.7242
7.4,"Animation,Action,Adventure,Comedy,Family","Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.",Kung Fu Panda 3,/title/tt2267968/,Alessandro Carloni,95 mins.,"41,976",2016,"http://ia.media-imdb.com/images/M/MV5BMTUyNzgxNjg2M15BMl5BanBnXkFtZTgwMTY1NDI1NjE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.69275
7.8,"Animation,Adventure,Comedy",An animated movie about one sausage's quest to discover the truth about his existence.,Sausage Party,/title/tt1700841/,Greg Tiernan,83 mins.,"1,395",2016,"http://ia.media-imdb.com/images/M/MV5BMTU1MjU5ODg4MF5BMl5BanBnXkFtZTgwMzI2MjIyODE@._V1_UY268_CR147,0,182,268_AL_.jpg",3.6861
8.7,"Romance,Thriller",City-bred wildlife conservationist Ricky falls in love with a simple village girl Radha. Their love...,Ricky,/title/tt5258390/,Rishab Shetty,137 mins.,444,2016,"http://ia.media-imdb.com/images/M/MV5BYWUyNjEyYTYtMzZjYy00Njg1LTlkZDUtMGMzNTA5ZTAyOTUxXkEyXkFqcGdeQXVyMzU0ODc1MTQ@._V1_UY268_CR9,0,182,268_AL_.jpg",3.6836
7.5,Romance,"After being disowned by her family, an awkward librarian relies on the help of her brooding neighbour.",Sanam Teri Kasam,/title/tt5255710/,Radhika Rao,154 mins.,"2,625",2016,"http://ia.media-imdb.com/images/M/MV5BNGY1NWMxYzctMjQ5Ni00NjJiLTgyN2YtOTZlZWQ3OTcxZWFhXkEyXkFqcGdeQXVyNTIwODMzNjc@._V1_UY268_CR1,0,182,268_AL_.jpg",3.65005
7.6,"Comedy,Drama","In early 1970s, Adem is a boy living in an Aegean village with his family. He just finished the primary...",Iftarlik Gazoz,/title/tt5229228/,Yüksel Aksu,,"1,710",2016,"http://ia.media-imdb.com/images/M/MV5BN2UxMmE4YmYtMmI2ZS00YTc3LTg2MzctMDJlZDU5OTgyNWRhXkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_UY268_CR5,0,182,268_AL_.jpg",3.64785
7.3,"Crime,Drama,Mystery,Thriller",A grief-stricken cop and amputee grandmaster are brought together by a peculiar twist of fate as part of a wider conspiracy that has darkened their lives.,Wazir,/title/tt0315642/,Bejoy Nambiar,103 mins.,"7,383",2016,"http://ia.media-imdb.com/images/M/MV5BMTUzNDU4NDMyOV5BMl5BanBnXkFtZTgwNjcyNzU0NzE@._V1_UY268_CR9,0,182,268_AL_.jpg",3.6187
7.6,"Comedy,Drama","Seven long-time friends get together for a dinner. When they decide to share with each other the content of every text message, email and phone call they receive, many secrets start to unveil and the equilibrium trembles.",Perfect Strangers,/title/tt4901306/,Paolo Genovese,97 mins.,"1,268",2016,"http://ia.media-imdb.com/images/M/MV5BYzNhOGNiMmUtZmEzYi00ZGRmLWI4MjYtYTc4ZThjYjYwZmMxXkEyXkFqcGdeQXVyMjQxMjY1NDI@._V1_UY268_CR176,0,182,268_AL_.jpg",3.6182
8.6,Crime,A social drama full of black humour set in the milieu of Karnal's blood theft mafia.,Laal Rang,/title/tt5600714/,Syed Ahmad Afzal,147 mins.,287,2016,"http://ia.media-imdb.com/images/M/MV5BNDdmMDc5NzQtOTY0MC00NDA5LWFmMDQtNWYwYzNlODllZGY5XkEyXkFqcGdeQXVyNjY0OTkwNTI@._V1_UX182_CR0,0,182,268_AL_.jpg",3.59115
8.8,Drama,An uncle is forced to take care of his teenage nephew after the boy's father dies.,Manchester by the Sea,/title/tt4034228/,Kenneth Lonergan,135 mins.,244,2016,"http://ia.media-imdb.com/images/M/MV5BMjAxODUxNjAzMl5BMl5BanBnXkFtZTgwNjg4OTA1NzE@._V1_UY268_CR110,0,182,268_AL_.jpg",3.58625
8.1,"Comedy,Drama,Romance,Thriller","Mahesh, a studio photographer and owner of the studio. As the story moves on, Mahesh encounters an anonymous fight ending up with taking revenge that leads to certain realizations in his life.",Maheshinte Prathikaaram,/title/tt4851630/,Dileesh Pothan,120 mins.,420,2016,"http://ia.media-imdb.com/images/M/MV5BYmUyYmNlOWMtMzUxMi00NTM5LTg3ZTQtODg4M2Y2MDY1YjgyXkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_UY268_CR9,0,182,268_AL_.jpg",3.5836
7.7,"Drama,Sport","Giulia is a young promise of GT racing. When her life falls apart, her only hope is her brother, a drug addict and former rally champion.",Veloce come il vento,/title/tt4300480/,Matteo Rovere,118 mins.,677,2016,"http://ia.media-imdb.com/images/M/MV5BYThmMGNhYWMtYzkwMy00YTU0LWI0OWYtMzJiMjMzMWQwNTNhXkEyXkFqcGdeQXVyMTc0MzMwMTc@._V1_UY268_CR3,0,182,268_AL_.jpg",3.57435
8.1,"Biography,Crime",Describes the events leading to the capture and killing of notorious Indian bandit Veerappan.,Killing Veerappan,/title/tt4897890/,Ram Gopal Varma,151 mins.,368,2016,"http://ia.media-imdb.com/images/M/MV5BYzBhOTM1NWUtOTU3MC00MWE2LThhM2ItMjk5YTg0ZWYxNjkwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY268_CR4,0,182,268_AL_.jpg",3.56585
7.9,"Drama,Family",Revolves around a Dubai based family comprised of the couple Jacob and Sherly and their four children. These siblings have varied interests and traits. They behave extremely different to the same situation.,Jacobinte Swargarajyam,/title/tt5376232/,Vineeth Sreenivasan,145 mins.,447,2016,"http://ia.media-imdb.com/images/M/MV5BZDQ2ODMxN2UtYzNlMi00ZWU5LWE3MzgtMTUyZDE0NDE1M2JlXkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_UX182_CR0,0,182,268_AL_.jpg",3.5614
8.8,Drama,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",Captain Fantastic,/title/tt3553976/,Matt Ross,118 mins.,202,2016,"http://ia.media-imdb.com/images/M/MV5BMjE5OTM0OTY5NF5BMl5BanBnXkFtZTgwMDcxOTQ3ODE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.55785
8,"Drama,History,Sport","It is a story set in the 1980s during tumultuous economic times, about an unlikely team of footballers...",Ola Bola,/title/tt5423310/,Keng Guan Chiu,113 mins.,379,2016,"http://ia.media-imdb.com/images/M/MV5BZTFhZmM5NDEtYjJkNi00ZGRlLTkwNTQtYjhlNDllZjJjZDJjXkEyXkFqcGdeQXVyNjUyNDA2NTc@._V1_UX182_CR0,0,182,268_AL_.jpg",3.556
7.2,"Action,Drama","When a video of his mentor's murder surfaces, an investigative journalist takes action to find those responsible.",Ghayal Once Again,/title/tt4683366/,Sunny Deol,127 mins.,"3,218",2016,"http://ia.media-imdb.com/images/M/MV5BMjkwZTlhYzQtMTJkZS00YWZhLThjZjktZDk1MzI4YWIwOTJhXkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_UY268_CR2,0,182,268_AL_.jpg",3.54965
7.1,"Action,Adventure,Fantasy,Sci-Fi","Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs.",Batman v Superman: Dawn of Justice,/title/tt2975590/,Zack Snyder,151 mins.,"271,583",2016,"http://ia.media-imdb.com/images/M/MV5BNTE5NzU3MTYzOF5BMl5BanBnXkFtZTgwNTM5NjQxODE@._V1_UY268_CR0,0,182,268_AL_.jpg",3.5494
7.7,"Action,Comedy,Thriller","Life and happening of an ordinary Police officer Biju who we have seen in the streets, in our neighborhoods and in our police stations.",Action Hero Biju,/title/tt5320514/,Abrid Shine,144 mins.,521,2016,"http://ia.media-imdb.com/images/M/MV5BODU0ZmFlZWMtZWUyZi00ZmU2LTg4OGMtZjBmMDgzMGQyMDA2XkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_UX182_CR0,0,182,268_AL_.jpg",3.54605
7.2,"Comedy,Drama,Sci-Fi","Max finds himself in possession of an ancient scroll that describes the entire history of humankind from beginning to end. Seeking to use the information for his own gain, Max triggers the mechanism that begins influencing his own life.",The Zohar Secret,/title/tt3355014/,Vladek Zankovsky,104 mins.,"2,143",2016,"http://ia.media-imdb.com/images/M/MV5BMTc2ODY0MTQyNV5BMl5BanBnXkFtZTgwMjcwNjM5MTE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.53245
8.1,Drama,"Somaieh, the youngest daughter of an indigent family, is getting married and fear is overwhelming each and every member of the family regarding how to overcome their difficulties after she's gone.",Life+1Day,/title/tt5460658/,Saeed Roustayi,,248,2016,"http://ia.media-imdb.com/images/M/MV5BZGFhZWFhOWItMmJiOC00NDNjLTlmYTctMGZiODliZjY5Njk4XkEyXkFqcGdeQXVyMzU1OTM4NDU@._V1_UY268_CR5,0,182,268_AL_.jpg",3.5193
7.4,"Crime,Drama,Thriller",An old note is found in a bottle in Jutland which has traveled very long across the ocean a long time ago...,A Conspiracy of Faith,/title/tt4088268/,Hans Petter Moland,112 mins.,675,2016,"http://ia.media-imdb.com/images/M/MV5BNTAzN2ExZDQtOWZlNS00ZGM3LTgyNmItNDUxYTBiODA4NDc1XkEyXkFqcGdeQXVyNTkwMTIwMjk@._V1_UX182_CR0,0,182,268_AL_.jpg",3.51355
7.1,Comedy,Friends hatch a plot to retrieve a stolen kitten by posing as drug dealers for a street gang.,Keanu,/title/tt4139124/,Peter Atencio,100 mins.,"2,953",2016,"http://ia.media-imdb.com/images/M/MV5BMTUwODA0NzQxMl5BMl5BanBnXkFtZTgwNzUyMjY3ODE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.50895
7.5,Drama,"Upon turning eight-teen, Salih leaves the orphanage to find his lost family and begins working in a Serbian farm...",My Mother's Wound,/title/tt4994736/,Ozan Aciktan,120 mins.,495,2016,"http://ia.media-imdb.com/images/M/MV5BNzcxMTM0ZGYtNDFlNy00MDA4LTlkN2YtMmM5YjBmOGE1MWQ2XkEyXkFqcGdeQXVyODY1MDkwOQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",3.50765
9.8,Comedy,"A timid accountant tries to earn his living as a hitman, until he becomes a target for the vengeful mafia boss, murderous gangsters, mad cops and a sexy blonde - and if he's not careful his own wife might catch wind of his double life too.","No Panic, With a Hint of Hysteria",/title/tt4357764/,Tomasz Szafranski,94 mins.,86,2016,"http://ia.media-imdb.com/images/M/MV5BNTg4Mzg5MTYyNF5BMl5BanBnXkFtZTgwNTUxMDY0NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.50745
7.1,"Biography,Drama,Sport","Jesse Owens' quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy.",Race,/title/tt3499096/,Stephen Hopkins,134 mins.,"2,401",2016,"http://ia.media-imdb.com/images/M/MV5BMTQ3MDM1MDU2NF5BMl5BanBnXkFtZTgwMzM3OTIzNzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.5023
7.1,"Action,Crime,Thriller","When a drug mafia abducts an eight-year old, her dearest man sets out on a mission with a view of returning the compliment.",Rocky Handsome,/title/tt3410408/,Nishikant Kamat,126 mins.,"2,302",2016,"http://ia.media-imdb.com/images/M/MV5BNzQxN2YwMDAtZjY5ZS00ODc5LTlkMzItZWZmMWQ2YzFjNjEwXkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_UY268_CR150,0,182,268_AL_.jpg",3.50085
9.1,Drama,"The destiny of an Armenian family, living in the Ottoman Empire, in 1915, whose dreams will become memories in the eyes of the most famous Armenian American artist, who lives to paint the story of his shattered childhood childhood.","Armenia, My Love...",/title/tt3633084/,Diana Angelson,101 mins.,107,2016,"http://ia.media-imdb.com/images/M/MV5BMjA5Njk0MTk4N15BMl5BanBnXkFtZTgwNzY3OTI3NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.50005
8.4,"Drama,Romance","Dr. Shukri Mokhtar is a renowned social psychology specialist, best known for his ability to answer the simplest questions, who decides to give one last lecture about the very simple question: ""how do we love?"".",Hepta: The Last Lecture,/title/tt5240732/,Hadi El Bagoury,,155,2016,"http://ia.media-imdb.com/images/M/MV5BMWEzNTQ4NTgtODYyZS00YjJhLWEyMzQtNDdkOGU2NjFlM2FiXkEyXkFqcGdeQXVyMjA4MzM1OTQ@._V1_UY268_CR4,0,182,268_AL_.jpg",3.4967
7.4,"Comedy,Drama,Romance","An unlikely romance brews between a tough-acting thug with a tender heart, and a recently single, IT consultant neighbor, in this lighthearted and wacky twist of a romantic comedy.",Kadhalum Kadanthu Pogum,/title/tt5200962/,Nalan Kumarasamy,136 mins.,494,2016,"http://ia.media-imdb.com/images/M/MV5BM2MzMWRhZTItODJmMi00MzRhLThhMWItYjFkMmNkYTZkZTVlXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY268_CR7,0,182,268_AL_.jpg",3.49095
7,"Adventure,Drama,Sci-Fi,Thriller","A father and son go on the run, pursued by the government and a cult drawn to the child's special powers.",Midnight Special,/title/tt2649554/,Jeff Nichols,112 mins.,"10,193",2016,"http://ia.media-imdb.com/images/M/MV5BMTUwNDcyNzkyOV5BMl5BanBnXkFtZTgwNzI1NzkyNzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.48995
7.4,Comedy,Comedy adventure of a family who are living at the middle anatolia. They are going to Istanbul after their missing son.,Kaçma Birader,/title/tt5478632/,Defne Deliormanli,,465,2016,"http://ia.media-imdb.com/images/M/MV5BMjk5NmM1NmUtOWFhYS00MzEyLWE4ZWYtZjkxZWUzY2U0MDljXkEyXkFqcGdeQXVyMjQzMDU1Njc@._V1_UY268_CR3,0,182,268_AL_.jpg",3.48685
7.5,"Action,Comedy,Romance","After handing over his girlfriend's favorite dog to dog catchers, Raja loses his love. Now, Raja has to go on an adventurous quest to find the dog before its too late.",Express Raja,/title/tt5340534/,Merlapaka Gandhi,,375,2016,"http://ia.media-imdb.com/images/M/MV5BMDZkMDQ1OGYtMWJiZi00OTEzLTk2YjMtOGUxZjg5NmE0YjNiXkEyXkFqcGdeQXVyNDEzODQ4MDE@._V1_UY268_CR3,0,182,268_AL_.jpg",3.4865
7.2,Drama,The drama follows two brothers who start a bar and get swept up in its success in the midst of Belgium's nightlife scene.,Belgica,/title/tt3544218/,Felix van Groeningen,127 mins.,799,2016,"http://ia.media-imdb.com/images/M/MV5BMTgwNzQ5MTI3Ml5BMl5BanBnXkFtZTgwNDU5MjA0NzE@._V1_UY268_CR110,0,182,268_AL_.jpg",3.482
8.8,"Action,Crime,Thriller",A race between secret service agency and underworld mafia to have classified information of the agency.,Musafir,/title/tt5643942/,Ashiqur Rahman,148 mins.,102,2016,"http://ia.media-imdb.com/images/M/MV5BN2M5MGIwYmQtZTYzZS00NGM5LTlkMDAtMjE0MjRhYThhMTNkXkEyXkFqcGdeQXVyNTg3NjA5ODM@._V1_UY268_CR152,0,182,268_AL_.jpg",3.4814
7.5,"Comedy,Drama,Romance,Thriller","On a hedonistic Greek island, a middle-aged doctor becomes obsessed with a young tourist when she lets him tag along with her group of hard partying friends.",Suntan,/title/tt3954660/,Argyris Papadimitropoulos,104 mins.,346,2016,"http://ia.media-imdb.com/images/M/MV5BNzhlNWEwNzItNGY0Mi00MTJlLTg0ZmYtNmRiZTQ5Mjg3YTRkXkEyXkFqcGdeQXVyMzgzMjI3NDc@._V1_UY268_CR266,0,182,268_AL_.jpg",3.48085
8.2,Drama,"Loneliness, disillusionment and the experience of first love reveal the character of Raya, a 17-year-old...",Es esmu seit,/title/tt4356104/,Renars Vimba,106 mins.,145,2016,"http://ia.media-imdb.com/images/M/MV5BMTgwNjg2NDU4Ml5BMl5BanBnXkFtZTgwODEwMjYwODE@._V1_UY268_CR4,0,182,268_AL_.jpg",3.4779
8.9,Drama,A story about how people in a village deal with everyday problems in Punjab and learn how to live.,Ardaas,/title/tt5565670/,Gippy Grewal,150 mins.,92,2016,"http://ia.media-imdb.com/images/M/MV5BNjU5ZjVmZDEtYmQyMC00Yzk5LWI2MjItMTBmZmI1MGJjZmQ3XkEyXkFqcGdeQXVyNjU5OTYwOTE@._V1_UY268_CR5,0,182,268_AL_.jpg",3.4772
7,"Comedy,War",A journalist recounts her wartime coverage in Afghanistan.,Whiskey Tango Foxtrot,/title/tt3553442/,Glenn Ficarra,112 mins.,"3,203",2016,"http://ia.media-imdb.com/images/M/MV5BMjIxOTIzMTM5OF5BMl5BanBnXkFtZTgwNDIxNTA1NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.4733
