rating,genres,description,title,imdb_id,director,length,number_of_rating,year,img,weighted_rating
8.7,"Comedy,Drama","Malcolm is a brilliant, callous businessman who is a vicious, overbearing father. Mark is the sales manager at Chamberlain Auto...",Car Dogs,/title/tt3207376/,Adam Collis,104 mins.,19,2016,Not Available,3.40565
8.5,"Comedy,Drama,Romance",Michael and Ava are two strangers who meet at a bar and a have a few too many drinks. The next morning...,Love and Hostages,/title/tt3731564/,David A. Vargas,93 mins.,21,2016,"http://ia.media-imdb.com/images/M/MV5BMTg4NDAyNzIzMV5BMl5BanBnXkFtZTgwMDc1MzY0MjE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.40545
7.2,Drama,"A struggling comedy writer, fresh off a breakup and in the midst of the worst year of his life, returns to Sacramento to care for his dying mother.",Other People,/title/tt4158876/,Chris Kelly,97 mins.,91,2016,"http://ia.media-imdb.com/images/M/MV5BMjMxMzYyMjM1Ml5BMl5BanBnXkFtZTgwMzg4NjkzNzE@._V1_UY268_CR147,0,182,268_AL_.jpg",3.4054
6.9,Comedy,Three middle aged men are going to their high school reunion after 25 years and the troubles that come with it.,Klassikokkutulek,/title/tt5312306/,René Vilbre,90 mins.,392,2016,"http://ia.media-imdb.com/images/M/MV5BMTYxOTc0NDQ4MF5BMl5BanBnXkFtZTgwNzMwMTk2NzE@._V1_UY268_CR16,0,182,268_AL_.jpg",3.40525
10,"Drama,Mystery",Shawn has always been a 'bad boy' but is now about to create a family of his own. When his repulsive best friend shows up it makes him doubt his decisions and turn to his dead parents to find out what evil truly is.,Four Wise Monkeys,/title/tt5343070/,Julija Iruskinaite,61 mins.,11,2016,"http://ia.media-imdb.com/images/M/MV5BMjMzMTcwMjE5MF5BMl5BanBnXkFtZTgwMzcwMDc4NzE@._V1_UY268_CR3,0,182,268_AL_.jpg",3.40525
9.5,"Drama,Thriller","A man, haunted by his sister, is confronted by her years later after she's released from prison.",Madtown,/title/tt3663564/,Charles Moore,120 mins.,13,2016,"http://ia.media-imdb.com/images/M/MV5BMjQwNTYyNzc1NF5BMl5BanBnXkFtZTgwOTEwMjYwODE@._V1_UY268_CR12,0,182,268_AL_.jpg",3.4052
7.3,Thriller,Vil Ambu is a journey of two characters and talks about how humans are responsible for each other's loss or gain. The story is about how the loss of one person becomes the gain of the other.,Vil Ambu,/title/tt5476166/,Ramesh Subramaniam,,71,2016,"http://ia.media-imdb.com/images/M/MV5BZjljOWU5OWUtNTVlNS00ODgzLWI0NzItODBiZDYwNDRhZDVhXkEyXkFqcGdeQXVyNjUxMjIzNTk@._V1_UY268_CR7,0,182,268_AL_.jpg",3.4051
7.7,"Drama,Romance","Rachel Cartwright and Mitchell Little both grow up in the small town of Providence, Tennessee. Their...",Providence,/title/tt4385026/,Sharon Wilharm,79 mins.,39,2016,"http://ia.media-imdb.com/images/M/MV5BMjI1ODUwMjY0Nl5BMl5BanBnXkFtZTgwOTU2MDE4NjE@._V1_UY268_CR12,0,182,268_AL_.jpg",3.40505
8,Drama,"Downtown Cairo, 2009. Khalid, a 35 year old filmmaker is struggling to make a film that captures the...",In the Last Days of the City,/title/tt5424898/,Tamer El Said,118 mins.,29,2016,"http://ia.media-imdb.com/images/M/MV5BMTUyNTQ4NTE4NV5BMl5BanBnXkFtZTgwNDk1MjEwODE@._V1_UY268_CR4,0,182,268_AL_.jpg",3.40495
7.5,Drama,A lawyer takes on a case of a prison guard in South Africa who is traumatized by the executions he's witnessed.,Shepherds and Butchers,/title/tt4627352/,Oliver Schmitz,80 mins.,49,2016,"http://ia.media-imdb.com/images/M/MV5BOGI2MmRkZmQtYzNmZS00MjVhLTk5ZDEtNjAxMzI2MGJkN2FkXkEyXkFqcGdeQXVyMjUwNjgxMDM@._V1_UY268_CR4,0,182,268_AL_.jpg",3.40465
7.9,"Drama,Romance",It's a romantic drama with colourful characters and hint of mystery typical of Saradindu Bandyopadhyay. The film revolves around the story of a thief played by Abir Chatterjee.,Monchora,/title/tt5307382/,Sandip Ray,135 mins.,31,2016,"http://ia.media-imdb.com/images/M/MV5BMDBmYmI3ZjItOGYzYi00N2UyLWEzZjEtNzk3MjYwMzkyYjgxXkEyXkFqcGdeQXVyMzY4ODc1MDM@._V1_UY268_CR10,0,182,268_AL_.jpg",3.4046
9.4,Drama,"In the aftermath of a brutal fraternity hazing death, a college freshman's desire to join the best fraternity on campus is compromised when his older brother launches an anti-hazing crusade. A modern retelling of ancient Greek mythology, HAZE is a sobering, realistic portrait of what truly goes on behind fraternity and sorority house walls.",Haze,/title/tt4601504/,David Burkman,106 mins.,13,2016,"http://ia.media-imdb.com/images/M/MV5BNDM2YjJiYTMtOTU1Mi00YmZiLTk5YWYtNGI2ODQ4MGI1M2RlXkEyXkFqcGdeQXVyMTEzOTgwOA@@._V1_UX182_CR0,0,182,268_AL_.jpg",3.40455
8.9,Horror,A quiet town is jumpstarted by the arrival of an enigmatic family; a statuesque mother named Louisa and her gorgeous teenage sons...,HoneyBee,/title/tt4454930/,Nicki Harris,,16,2016,"http://ia.media-imdb.com/images/M/MV5BNDM4MTYxMjA3NV5BMl5BanBnXkFtZTgwMjIxMTE5NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.40445
7.1,"Biography,Comedy,Drama","The story of Florence Foster Jenkins, a New York heiress who dreamed of becoming an opera singer, despite having a terrible singing voice.",Florence Foster Jenkins,/title/tt4136084/,Stephen Frears,110 mins.,113,2016,"http://ia.media-imdb.com/images/M/MV5BMjA0Mzc4MjMxMl5BMl5BanBnXkFtZTgwODIwNTQxODE@._V1_UY268_CR0,0,182,268_AL_.jpg",3.4042
8,Drama,"Perfectionist Nandi seems to have the New South African Dream life within her grasp, black female partner in a major firm...",Happiness Is a Four-letter Word,/title/tt5174974/,Thabang Moleya,,27,2016,"http://ia.media-imdb.com/images/M/MV5BMjAzODgyOTUxMF5BMl5BanBnXkFtZTgwOTg0ODUzNzE@._V1_UY268_CR1,0,182,268_AL_.jpg",3.4038
8.2,Drama,The Road of Milk narrates in existential drama tones the story of a man searching for his lost time...,O Signo das Tetas,/title/tt3077212/,Frederico Machado,,23,2016,"http://ia.media-imdb.com/images/M/MV5BMjI2MTU1OTM0Ml5BMl5BanBnXkFtZTgwOTA1NDUxMzE@._V1_UY268_CR4,0,182,268_AL_.jpg",3.40375
9.1,"Drama,Thriller","When a college student starts having a reoccurring nightmare, she begins to believe that it's a suppressed memory...",Wildflower,/title/tt4246856/,Nicholas DiBella,92 mins.,14,2016,"http://ia.media-imdb.com/images/M/MV5BZjAwY2IwMTktNThiMS00ZDhiLTkwNWEtMWJmYWNlNTJhNzQ0XkEyXkFqcGdeQXVyNDE3OTc5ODA@._V1_UX182_CR0,0,182,268_AL_.jpg",3.40375
6.9,"Action,Thriller","An honest, simple common man is caught in a web of problems when is he accused of killing the leader of a local rowdy gang.",Kathakali,/title/tt5335394/,Pandiraj,,345,2016,"http://ia.media-imdb.com/images/M/MV5BNmM0MjUzMDMtMDUxNi00MDEzLTgzNzMtNzViOWQzOTUxMzY4XkEyXkFqcGdeQXVyMjMwODI3NDE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.4037
7.4,Drama,"Two Korean girls, Jung-Min (14) and Young-hee (15) are kidnapped by the Japanese Imperial Army and taken to a 'Comfort Station' in China...",Spirits' Homecoming,/title/tt5503266/,Cho Jung-Rae,127 mins.,54,2016,"http://ia.media-imdb.com/images/M/MV5BOGZiN2Y5MGMtOTY2MS00ZTRjLWE3MjctY2UxZTRlNDdhMjExXkEyXkFqcGdeQXVyNjE5NzI3NTU@._V1_UY268_CR7,0,182,268_AL_.jpg",3.4037
8.8,Drama,"After a 3-year stint in prison, an unreasonably optimistic middle-aged man returns to his stagnant neighborhood to win back his girlfriend only to find that she and his family have done what they always wanted to do - forget he exists.",Hunter Gatherer,/title/tt3717316/,Joshua Locy,90 mins.,16,2016,"http://ia.media-imdb.com/images/M/MV5BNjU4NWYyMGMtOTJmYy00MTdhLWI4Y2QtMWVhYWYzNDFmMmFjXkEyXkFqcGdeQXVyMTEwMzg3Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg",3.40365
7.6,"Biography,Crime,Drama,Thriller","In the summer of '75 Pier Paolo Pasolini's film, ""Salò"", is stolen from the lab where he is editing it. This is just the first step of an intricate plan that will bring the great poet to his violent death.",La macchinazione,/title/tt3838498/,David Grieco,100 mins.,40,2016,"http://ia.media-imdb.com/images/M/MV5BMmY5MTI4ODEtYTYxNi00ZThhLTk3NWYtOGZjNDc0YTVhZDg0XkEyXkFqcGdeQXVyNTA5NTQ5MjY@._V1_UY268_CR3,0,182,268_AL_.jpg",3.40355
7.3,"Crime,Thriller",In summer of 1992 a corpse with a nail in its head is uncovered at a cemetery in Bratislava. Two detectives...,Rudý kapitán,/title/tt3975072/,Michal Kollar,115 mins.,64,2016,"http://ia.media-imdb.com/images/M/MV5BOGNjYjFjODQtNDc2Zi00Y2IwLTlhYWMtZDZhNWM4NTdkODY4XkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",3.4035
8,Drama,A blind man who regains his vision finds himself becoming metaphorically blinded by his obsession for the superficial.,The Ticket,/title/tt3893280/,Ido Fluk,97 mins.,26,2016,"http://ia.media-imdb.com/images/M/MV5BZDYzYzBhZTYtMTlhNC00NWZkLTg1NTYtODg5OGY0N2FiY2IyXkEyXkFqcGdeQXVyNTg1MzYwMDY@._V1_UX182_CR0,0,182,268_AL_.jpg",3.40325
9.2,Mystery,"A comprehensive journey into the brutal, beautiful and bizarre world of The Oomun Group.",The Great Everything & the Nothing,/title/tt5355542/,Tom Garrett,215 mins.,13,2016,"http://ia.media-imdb.com/images/M/MV5BZWRlNzQ0NjctMGEzOC00ZDM5LWJhYWItZjMxMmYzOWYxZDVkXkEyXkFqcGdeQXVyNjQ5OTk2NTk@._V1_UY268_CR101,0,182,268_AL_.jpg",3.40325
9.2,"Comedy,Drama","Humor, romance, and heart break are at the center of this independent film about four thirty somethings stuck in a rut. When one of them starts to make a major change, it challenges all of them.",Stuck on Neal,/title/tt5509522/,Aaron Gum,88 mins.,13,2016,"http://ia.media-imdb.com/images/M/MV5BNjMwZTg0MDUtZGNiYi00YzYxLWFiYTAtMzNlNWRmZTE3NGFkXkEyXkFqcGdeQXVyMzQ4NDUxNTE@._V1_UY268_CR147,0,182,268_AL_.jpg",3.40325
8.2,"Comedy,Romance",What happens when the lives of two friends take an unexpected turn? A whole lot of confusion follows. Will they be able to get out of the mess? That forms the crux of the story.,Eedo Rakam Aado Rakam,/title/tt5638270/,G. Nageswara Reddy,129 mins.,22,2016,"http://ia.media-imdb.com/images/M/MV5BYjEzNmVkNmItODIwNy00ZjhiLTljMGItMzc4ZjgyNTk1Yzk2XkEyXkFqcGdeQXVyNTE0NDY5Njc@._V1_UX182_CR0,0,182,268_AL_.jpg",3.40305
8.6,Action,A couple trying to get by and start a life and a family gets tangled up with someone from their past..,Deceitful,/title/tt5143368/,Walbert Beltran,83 mins.,17,2016,"http://ia.media-imdb.com/images/M/MV5BNDIwMDQ5MTI3NV5BMl5BanBnXkFtZTgwMTYzMTM2NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.40295
8.7,"Comedy,Drama,Music",An aging punk rocker copes with life after rock.,Geezer,/title/tt4189494/,Lee Kirk,86 mins.,16,2016,"http://ia.media-imdb.com/images/M/MV5BMTY5ZjkzZWUtMzVkYi00NmJhLWI3N2UtMzM1ODc3ZGU4NzU5XkEyXkFqcGdeQXVyNjU3Nzk0ODY@._V1_UY268_CR101,0,182,268_AL_.jpg",3.40285
8.8,"Drama,Romance","A revenge tale about a former college student who forges essays for cash, the client who becomes her lover, and their professor.",The Paper Store,/title/tt3675606/,Nicholas Gray,99 mins.,15,2016,"http://ia.media-imdb.com/images/M/MV5BMTYxMTQ5NTA2MF5BMl5BanBnXkFtZTgwNjc5ODYyNzE@._V1_UY268_CR1,0,182,268_AL_.jpg",3.4027
7,Drama,"Reeling from a terrifying assault, a 19 year-old boy enrolls into college with his brother and pledges the same fraternity. What happens there, in the name of ""brotherhood"" tests the boy and his loyalty to his brother in brutal ways.",Goat,/title/tt4437216/,Andrew Neel,96 mins.,153,2016,"http://ia.media-imdb.com/images/M/MV5BMTgwMzI2NjY5N15BMl5BanBnXkFtZTgwOTIwNTI5NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.4026
8.1,Drama,"After the death of their best friend, Jimmy enlists childhood friend Dan, little brother Lump, and crush Kate to fulfill his last request.",Shovel Buddies,/title/tt3416674/,Simon Atkinson,85 mins.,23,2016,"http://ia.media-imdb.com/images/M/MV5BYjk2MGE4YzktZDM4OC00NzVmLWFlYjgtZmZmYWQzY2RkMDA5XkEyXkFqcGdeQXVyMjUwNjgxMDM@._V1_UY268_CR96,0,182,268_AL_.jpg",3.4026
8.1,Comedy,"The official trailer for TOO YOUNG TO DIE!, a supernatural comedy about an unlucky high school student...",Too Young to Die,/title/tt4717204/,Kankurô Kudô,125 mins.,23,2016,Not Available,3.4026
8.9,"Comedy,Family,Romance",A stressed out single father has his life turned upside down when a new-age yogi mysteriously shows up in his kitchen and leads him on a journey of self-discovery.,Cloudy with a Chance of Sunshine,/title/tt4151346/,Kevin Resnick,90 mins.,14,2016,"http://ia.media-imdb.com/images/M/MV5BMjM3NjAzMDYyM15BMl5BanBnXkFtZTgwNzEzNTQ3NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.4024
7.1,Drama,"Hedi a young man with great dream is struggling his way through social conventions in Tunisia. While his mother tries to decide his life for him, Hedi meets Rym and suddenly he discovers that his world goes beyond and above conventions.",Hedi,/title/tt5011242/,Mohamed Ben Attia,88 mins.,98,2016,"http://ia.media-imdb.com/images/M/MV5BNTY2OGM4NWYtMWY5NS00M2I2LWIxNjItOGUwNDRmYTU2Mjk1XkEyXkFqcGdeQXVyNjUxMDA5NDM@._V1_UY268_CR43,0,182,268_AL_.jpg",3.4022
8.5,"Comedy,Drama",After many dark years of depression Luca seeks to gain her high school diploma. Her little dog Mata...,Luca tanzt leise,/title/tt5287914/,Philipp Eichholtz,81 mins.,17,2016,Not Available,3.40215
8.1,"Comedy,Drama",An Illustrator falls hard for an LA woman while trying to prevent his father from selling the family home in the wake of his mother's death.,Dean,/title/tt3914332/,Demetri Martin,87 mins.,22,2016,"http://ia.media-imdb.com/images/M/MV5BMTQ5OTgxNDM4OF5BMl5BanBnXkFtZTgwNTUwNTA2ODE@._V1_UY268_CR175,0,182,268_AL_.jpg",3.40195
8,Comedy,"Abdo, an elementary school music teacher who hates kids.. He is only left with one choice to get his...",Bingo!,/title/tt5514498/,Elie F. Habib,,23,2016,"http://ia.media-imdb.com/images/M/MV5BZmQ3YzNkNWUtZjM5Yy00MjA1LTk5NWYtZWQ0NWY5YjUwYTA4XkEyXkFqcGdeQXVyMjA4NzE5MTE@._V1_UY268_CR3,0,182,268_AL_.jpg",3.4015
8.4,"Drama,Romance","On a live music radio show, a letter arrives from the 23 years in the past. Through the letter, the first love and friendships of five friends are revealed.",Unforgettable,/title/tt5615904/,Lee Eun-Hee,113 mins.,17,2016,"http://ia.media-imdb.com/images/M/MV5BMGUxMTBjYzktNTJlYy00NzFjLTgzZWQtMmVjYWFjZDkwNzZlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UY268_CR2,0,182,268_AL_.jpg",3.4013
8.3,"Horror,Mystery","6 passengers board the last bus, anxious to reach their destination. But fate has other plans for them. Shock, anxiety, deceit, anger, frustration, fear takes over this unexpected journey that twists and turns into a nightmare.",Last Bus,/title/tt4032570/,Arvinda Sringeri,,18,2016,"http://ia.media-imdb.com/images/M/MV5BNzk0NGJhMDMtNjY3Mi00ZWRkLWI4NTYtYjI5YTY2MDkxMTMwXkEyXkFqcGdeQXVyNjIwODc0ODc@._V1_UY268_CR72,0,182,268_AL_.jpg",3.4012
8.6,Drama,"Searching for his lost father, a boy will have to be strong to survive.",By the Sea,/title/tt4301034/,Bladimir Abud,80 mins.,15,2016,"http://ia.media-imdb.com/images/M/MV5BMTQ1MDQ2MDYwOF5BMl5BanBnXkFtZTgwMjQ3NTM0NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.4012
8.6,"Drama,Music","A daughter's idyllic life is turned upside-down by immense tragedy. As she grows older, her cynicism and apathy towards her new reality is challenged by a reminder from the past that sets her on a pilgrimage that will define her.",The Seeker,/title/tt5215566/,Jeff D. Johnson,60 mins.,15,2016,"http://ia.media-imdb.com/images/M/MV5BZGYyMzJmZTUtMjFiMS00NDY5LTkxZTItNTFmYTFlMWZmMThhXkEyXkFqcGdeQXVyNTg4ODk5MjM@._V1_UX182_CR0,0,182,268_AL_.jpg",3.4012
9.2,"Comedy,Drama,Reality-TV","A local news station has in interest to create a reality program featuring local students from the community. Things does not go as planned, as the students seem to hate each other, and a civil war is on the breaking point within the classroom. How long can Thomas, Sara and Petter withstand the hate from the fellow students? Trouble is brewing.",Skiringssal: The Movie,/title/tt5274440/,Vebjørn Lillegård,,11,2016,Not Available,3.4009
7.2,"Drama,Thriller,Western","When Outlaws on the lam invade the home of an unsuspecting, seemingly innocent, frontier family to hide out for the night, an unexpected game of cat and mouse ensues, leading to seduction, role reversal, and ultimately, bloody revenge.",Outlaws and Angels,/title/tt3491962/,JT Mollner,120 mins.,66,2016,"http://ia.media-imdb.com/images/M/MV5BMTUwNjEwNjMyOF5BMl5BanBnXkFtZTgwNTE3NDI3NjE@._V1_UY268_CR10,0,182,268_AL_.jpg",3.40085
7.8,Comedy,Hapless satirical songwriter Henry Phillips is lured to LA when a veteran TV producer decides to make a show about the life of a loser.,And Punching the Clown,/title/tt4283414/,Gregori Viens,98 mins.,26,2016,"http://ia.media-imdb.com/images/M/MV5BYjFhZDAxM2QtY2E3ZS00MGQwLTkzMzgtYWY0YWJhZmViYjIzXkEyXkFqcGdeQXVyMTM2MzgyOTU@._V1_UX182_CR0,0,182,268_AL_.jpg",3.4007
7.1,Comedy,"The tale of Satyanarayanan, who is a compulsive liar. To save himself from the fall out of one lie he comes with a bunch of lies and thus he becomes the King of lies, a person who lives in lies.",King Liar,/title/tt5335724/,Lal,157 mins.,86,2016,"http://ia.media-imdb.com/images/M/MV5BYzU3MDQzYTctMDMxMS00ODg1LWI1MTMtOWYyYzM1MzY3ZTMzXkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_UY268_CR2,0,182,268_AL_.jpg",3.40055
7.1,"Animation,Family","There's a crisis in the Chinese Spirit World -- humans don't believe in gods anymore! A Door God, facing unemployment...",Xiao men shen,/title/tt4788934/,Gary Wang,103 mins.,85,2016,"http://ia.media-imdb.com/images/M/MV5BNmNhYmE4YWEtM2JhYi00ZDAwLTljYzgtZTVjMjUxNjA0MDZlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UX182_CR0,0,182,268_AL_.jpg",3.40045
8.5,"Comedy,Drama","Jai Maruthi 800 is an action comedy that is set in two distinct time periods. The film begins with an incident that occurs in the 16th century, which reaches its logical conclusion in the present day.",Jai Maruthi 800,/title/tt5544430/,Harsha,,15,2016,"http://ia.media-imdb.com/images/M/MV5BMWIxYzQxMzgtZWZmMC00NTliLTg3YmItYzcxOGRjNTc4ODVjXkEyXkFqcGdeQXVyNTE0NDY5Njc@._V1_UX182_CR0,0,182,268_AL_.jpg",3.40045
8.6,Comedy,A brash young Jewish filmmaker from New York tries to help an overly-zealous Baptist preacher in south Alabama make a movie about the Prodigal Son. In the process they both learn about the love and acceptance of the Prodigal's father.,Shooting the Prodigal,/title/tt3608806/,David E. Powers,92 mins.,14,2016,"http://ia.media-imdb.com/images/M/MV5BMTgxMDA0Mzg4OF5BMl5BanBnXkFtZTgwNTY2MjQ1NzE@._V1_UY268_CR12,0,182,268_AL_.jpg",3.4003
9.6,"Drama,Musical,Romance","On a business trip to Nashville, Brennan finds himself reunited with the ""Girl"" who had previously broken his heart. Now, for one weekend in the city's music scene, a past and present romance will be reborn and challenged.",The Dust Storm,/title/tt3854372/,Anthony Baldino,96 mins.,9,2016,"http://ia.media-imdb.com/images/M/MV5BZmI5NThkYTYtNDMyYy00MjA4LTliMDAtODI3OTQ0ZDk1ZWJiXkEyXkFqcGdeQXVyNDIwNDM5Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg",3.4003
7.2,,Collective screening of the 2016 Academy Award nominated short films from the Live Action category.,The Oscar Nominated Short Films 2016: Live Action,/title/tt5428662/,,141 mins.,62,2016,"http://ia.media-imdb.com/images/M/MV5BMjEyMzk4MDQ0Nl5BMl5BanBnXkFtZTgwODY1Njk4NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.4001
8.7,"Comedy,Horror,Thriller","""A Beginners Guide To Snuff"" is a pitch black comedy thriller in the vein of early Coen Brothers films.",A Beginner's Guide to Snuff,/title/tt4058122/,Mitchell Altieri,87 mins.,13,2016,"http://ia.media-imdb.com/images/M/MV5BY2ZjMzQ1M2QtNDlmYy00MmRiLWIxNjctZTY2ZTM4MjA3ZDM0XkEyXkFqcGdeQXVyOTgyNjAzNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",3.40005
7.4,"Action,Drama,Sci-Fi,Thriller",A young street magician is left to take care of his little sister after his mother's passing and turns...,Sleight,/title/tt4573516/,J.D. Dillard,90 mins.,41,2016,"http://ia.media-imdb.com/images/M/MV5BMTk4NDUwNzg2MV5BMl5BanBnXkFtZTgwNDE3NTEzNzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.4
7.4,Drama,"Karsten apparently has it settled. However, in this provincial German town, a moment of weakness turns to disaster, disappointment soon fuels anger, justice hides behind hypocrisy, and evil gradually unfolds.",Auf Einmal,/title/tt5233510/,Asli Özge,112 mins.,41,2016,"http://ia.media-imdb.com/images/M/MV5BYWRjZGY1NjAtYTJiZS00YTg1LWI0YTEtNTU0YWY1NGUxZDc4XkEyXkFqcGdeQXVyMTQwNDM1Nw@@._V1_UY268_CR2,0,182,268_AL_.jpg",3.4
7.7,"Action,Drama,Romance",A young boy falls in love with the daughter of an influential village head and is decides to marry her...,Vetrivel,/title/tt5655954/,Vasantha Mani,141 mins.,27,2016,"http://ia.media-imdb.com/images/M/MV5BOGRjNWZmOTctOGVmMS00M2E4LThjMjctNzU1NjMzNzBjNDZjXkEyXkFqcGdeQXVyNjY1NTk0OTM@._V1_UY268_CR5,0,182,268_AL_.jpg",3.39985
7.9,Drama,Nineteen-year-old Jason and Ade have been in the Academy of a famous London football club since they were eight years old...,The Pass,/title/tt5160154/,Ben A. Williams,88 mins.,22,2016,"http://ia.media-imdb.com/images/M/MV5BNDQxMjdkYmItZDlkOC00MjU1LTllZjEtYTRjNjZjYjc0ODhhXkEyXkFqcGdeQXVyNTUwNDQ4NQ@@._V1_UY268_CR147,0,182,268_AL_.jpg",3.3998
7.8,"Crime,Drama,Thriller",A small town loner and a rebellious punk rocker unexpectedly fall in love as they are forced on the run and soon discover violence follows them everywhere.,Vincent N Roxxy,/title/tt3704298/,Gary Michael Schultz,110 mins.,24,2016,"http://ia.media-imdb.com/images/M/MV5BNGY1YWNiNDYtODFlMS00NTA1LTlhZDAtNDZhOTJlNWNhYWE3XkEyXkFqcGdeQXVyNjU3NjUwMDE@._V1_UY268_CR153,0,182,268_AL_.jpg",3.3997
8.5,Drama,"A coming-of-age film about celebrity worship, love and disillusionment set in the Los Angeles YouTube community.",Sunset Rock,/title/tt3863420/,Marc Wilkinson,,14,2016,"http://ia.media-imdb.com/images/M/MV5BMjM1MTkzNTAxM15BMl5BanBnXkFtZTgwMDQzMDMwNTE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.3996
7.4,"Action,Drama,Thriller","Inspired by real events, CAGED NO MORE is the story of Aggie Prejean, a grandmother on a desperate search to find her two granddaughters...",Caged No More,/title/tt4104354/,Lisa Arnold,99 mins.,39,2016,"http://ia.media-imdb.com/images/M/MV5BNDI4MzA0MjUwOV5BMl5BanBnXkFtZTgwMDk5MzA1NzE@._V1_UY268_CR0,0,182,268_AL_.jpg",3.39945
7.7,Thriller,"A young law student who, while grieving for his dying mother, struggles to decide whether he should kill his unfaithful step-father.",Detour,/title/tt4372390/,Christopher Smith,90 mins.,26,2016,"http://ia.media-imdb.com/images/M/MV5BMDhkMWY4NjQtNDhlMC00ZTVmLWFiYmYtMDcyYjdmNzEyMDlmXkEyXkFqcGdeQXVyMjE2NDUzMg@@._V1_UX182_CR0,0,182,268_AL_.jpg",3.39945
8.6,"Action,Comedy,Crime","A team of criminals attempts to steal a valuable case from another organization, but many of the crew have alternate motives. Meanwhile, a former assassin is attempting to track down her old team in the hopes of bloody revenge!",Trainyard Dogs,/title/tt4523144/,Ryan Prince,,13,2016,"http://ia.media-imdb.com/images/M/MV5BMjAzMzQzMzMwNl5BMl5BanBnXkFtZTgwMzcyMzQ3NjE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.3994
6.8,"Action,Drama,History,Thriller",The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,The Finest Hours,/title/tt2025690/,Craig Gillespie,117 mins.,"13,435",2016,"http://ia.media-imdb.com/images/M/MV5BNTY1MDU1NzYzN15BMl5BanBnXkFtZTgwOTA0MDQyNzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.39915
8.3,Drama,"Reese Donahue leads a seemingly ideal life, with a bright future ahead of her. But when she discovers the truth, that her mother left enough money for her to choose her own path, she's faced with a dilemma.",Trust Fund,/title/tt3969208/,Sandra L. Martin,,15,2016,"http://ia.media-imdb.com/images/M/MV5BMTgzNjg0MDIzMl5BMl5BanBnXkFtZTgwMTI5NjI0NzE@._V1_UY268_CR0,0,182,268_AL_.jpg",3.399
8.3,Romance,"Bilina and Richard belongs to traditional Christian family. Growing up together, Bilina and Richard gets accustomed to each other's accompany...",Sweetheart,/title/tt5454506/,Wazed Ali,,15,2016,"http://ia.media-imdb.com/images/M/MV5BN2Y1YWQzOTYtYWNhZS00NTI4LWIyNGEtY2IyYmEzMDBlMDVkXkEyXkFqcGdeQXVyNjU0NDQwODU@._V1_UX182_CR0,0,182,268_AL_.jpg",3.399
7.6,Drama,"A closeted Korean-American teenager takes a job at a Korean spa to help his struggling family, only to discover an underground world of gay sex at the spa that both scares and excites him.",Spa Night,/title/tt5254640/,Andrew Ahn,93 mins.,28,2016,"http://ia.media-imdb.com/images/M/MV5BZGFmYzk2MGQtYjNjMC00N2ZjLWEwZDgtYWY0N2ZjZWU3YjAyXkEyXkFqcGdeQXVyNjUxNjY0ODE@._V1_UY268_CR229,0,182,268_AL_.jpg",3.39895
8.2,"Drama,Horror,Thriller","Paralyzed by his fear of dying, Miles Grissom is offering reward money to the first person who can show him a ghost...",We Go On,/title/tt3904278/,Jesse Holland,89 mins.,16,2016,"http://ia.media-imdb.com/images/M/MV5BNzdjOGMzYTItOWU3ZS00ZTQwLTkwNTEtY2RmODkwMzg3MDgzXkEyXkFqcGdeQXVyMzE3NjA0Ng@@._V1_UY268_CR333,0,182,268_AL_.jpg",3.39895
8.4,"Action,Fantasy,Horror","2000 years after the Vampire Bathor has established the village of Bathory, superstition and religious violence take over as the men and women battle for control.",Blood of the Tribades,/title/tt4813254/,Sophia Cacciola,78 mins.,14,2016,"http://ia.media-imdb.com/images/M/MV5BNjAxODY1ODQ3MF5BMl5BanBnXkFtZTgwNjMwNjQ5NjE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.39895
